pixelindex,2h_b,2h_m,6h_b,6h_m,10m_b,10m_m,12h_b,12h_m,20m_b,20m_m,24h_b,24h_m,30m_b,30m_m,60m_b,60m_m
227047,-1.94377,0.083191,-1.94377,0.054167,-1.94377,0.302465,-1.94377,0.04178,-1.94377,0.196784,-1.94377,0.034027,-1.94377,0.159089,-1.94377,0.112384
227048,-1.9501,0.083518,-1.9501,0.05438,-1.9501,0.303655,-1.9501,0.041944,-1.9501,0.197559,-1.9501,0.034161,-1.9501,0.159715,-1.9501,0.112826
227049,-1.95508,0.083822,-1.95508,0.054578,-1.95508,0.304759,-1.95508,0.042097,-1.95508,0.198277,-1.95508,0.034285,-1.95508,0.160295,-1.95508,0.113236
227050,-1.95995,0.084122,-1.95995,0.054773,-1.95995,0.305852,-1.95995,0.042248,-1.95995,0.198988,-1.95995,0.034408,-1.95995,0.16087,-1.95995,0.113642
227051,-1.96629,0.084449,-1.96629,0.054986,-1.96629,0.307041,-1.96629,0.042412,-1.96629,0.199762,-1.96629,0.034542,-1.96629,0.161496,-1.96629,0.114084
227052,-1.97327,0.084789,-1.97327,0.055208,-1.97327,0.308277,-1.97327,0.042583,-1.97327,0.200565,-1.97327,0.034681,-1.97327,0.162145,-1.97327,0.114543
227053,-1.97989,0.085126,-1.97989,0.055427,-1.97989,0.3095,-1.97989,0.042752,-1.97989,0.201362,-1.97989,0.034819,-1.97989,0.162789,-1.97989,0.114998
227054,-1.9854,0.085445,-1.9854,0.055635,-1.9854,0.310663,-1.9854,0.042912,-1.9854,0.202118,-1.9854,0.03495,-1.9854,0.1634,-1.9854,0.11543
227055,-1.98978,0.085749,-1.98978,0.055833,-1.98978,0.311767,-1.98978,0.043065,-1.98978,0.202836,-1.98978,0.035074,-1.98978,0.163981,-1.98978,0.11584
227056,-1.99462,0.08606,-1.99462,0.056035,-1.99462,0.312897,-1.99462,0.043221,-1.99462,0.203572,-1.99462,0.035201,-1.99462,0.164576,-1.99462,0.11626
227057,-1.9986,0.086359,-1.9986,0.05623,-1.9986,0.313985,-1.9986,0.043371,-1.9986,0.20428,-1.9986,0.035323,-1.9986,0.165148,-1.9986,0.116664
227058,-2.00177,0.086652,-2.00177,0.056421,-2.00177,0.315049,-2.00177,0.043518,-2.00177,0.204972,-2.00177,0.035443,-2.00177,0.165708,-2.00177,0.11706
227059,-2.00683,0.086977,-2.00683,0.056632,-2.00683,0.316231,-2.00683,0.043681,-2.00683,0.20574,-2.00683,0.035576,-2.00683,0.166329,-2.00683,0.117499
227060,-2.01263,0.08732,-2.01263,0.056856,-2.01263,0.317479,-2.01263,0.043854,-2.01263,0.206552,-2.01263,0.035716,-2.01263,0.166985,-2.01263,0.117962
227061,-2.01891,0.087678,-2.01891,0.057089,-2.01891,0.318781,-2.01891,0.044033,-2.01891,0.207399,-2.01891,0.035863,-2.01891,0.16767,-2.01891,0.118446
227062,-2.02618,0.088059,-2.02618,0.057337,-2.02618,0.320164,-2.02618,0.044225,-2.02618,0.2083,-2.02618,0.036018,-2.02618,0.168398,-2.02618,0.11896
227063,-2.0305,0.088371,-2.0305,0.05754,-2.0305,0.321298,-2.0305,0.044381,-2.0305,0.209037,-2.0305,0.036146,-2.0305,0.168994,-2.0305,0.119381
227064,-2.03353,0.088647,-2.03353,0.05772,-2.03353,0.322304,-2.03353,0.04452,-2.03353,0.209691,-2.03353,0.036259,-2.03353,0.169523,-2.03353,0.119755
227066,-2.04336,0.089244,-2.04336,0.058108,-2.04336,0.324473,-2.04336,0.04482,-2.04336,0.211103,-2.04336,0.036503,-2.04336,0.170665,-2.04336,0.120561
227067,-2.04854,0.089555,-2.04854,0.058311,-2.04854,0.325604,-2.04854,0.044976,-2.04854,0.211839,-2.04854,0.03663,-2.04854,0.171259,-2.04854,0.120981
227068,-2.05116,0.08982,-2.05116,0.058483,-2.05116,0.326567,-2.05116,0.045109,-2.05116,0.212465,-2.05116,0.036739,-2.05116,0.171766,-2.05116,0.121339
227069,-2.04604,0.089942,-2.04604,0.058563,-2.04604,0.327013,-2.04604,0.045171,-2.04604,0.212755,-2.04604,0.036789,-2.04604,0.172,-2.04604,0.121505
227070,-2.03761,0.09001,-2.03761,0.058607,-2.03761,0.32726,-2.03761,0.045205,-2.03761,0.212916,-2.03761,0.036817,-2.03761,0.17213,-2.03761,0.121597
227071,-2.03119,0.090112,-2.03119,0.058673,-2.03119,0.32763,-2.03119,0.045256,-2.03119,0.213157,-2.03119,0.036858,-2.03119,0.172325,-2.03119,0.121734
227072,-2.02544,0.090228,-2.02544,0.058749,-2.02544,0.328053,-2.02544,0.045314,-2.02544,0.213432,-2.02544,0.036906,-2.02544,0.172547,-2.02544,0.121891
227073,-2.02075,0.090363,-2.02075,0.058837,-2.02075,0.328542,-2.02075,0.045382,-2.02075,0.21375,-2.02075,0.036961,-2.02075,0.172805,-2.02075,0.122073
227074,-2.01791,0.090567,-2.01791,0.058969,-2.01791,0.329282,-2.01791,0.045484,-2.01791,0.214232,-2.01791,0.037044,-2.01791,0.173194,-2.01791,0.122348
227075,-2.00504,0.090579,-2.00504,0.058978,-2.00504,0.329328,-2.00504,0.04549,-2.00504,0.214262,-2.00504,0.037049,-2.00504,0.173218,-2.00504,0.122365
227076,-1.98905,0.090518,-1.98905,0.058938,-1.98905,0.329105,-1.98905,0.04546,-1.98905,0.214117,-1.98905,0.037024,-1.98905,0.173101,-1.98905,0.122282
227077,-1.97318,0.090466,-1.97318,0.058904,-1.97318,0.328918,-1.97318,0.045434,-1.97318,0.213995,-1.97318,0.037003,-1.97318,0.173002,-1.97318,0.122212
227078,-1.9645,0.090573,-1.9645,0.058974,-1.9645,0.329306,-1.9645,0.045487,-1.9645,0.214247,-1.9645,0.037047,-1.9645,0.173207,-1.9645,0.122357
227079,-1.96139,0.090823,-1.96139,0.059136,-1.96139,0.330213,-1.96139,0.045613,-1.96139,0.214838,-1.96139,0.037149,-1.96139,0.173684,-1.96139,0.122694
227080,-1.9537,0.091114,-1.9537,0.059326,-1.9537,0.331273,-1.9537,0.045759,-1.9537,0.215527,-1.9537,0.037268,-1.9537,0.174241,-1.9537,0.123088
227081,-1.94343,0.091369,-1.94343,0.059492,-1.94343,0.3322,-1.94343,0.045887,-1.94343,0.21613,-1.94343,0.037373,-1.94343,0.174729,-1.94343,0.123432
227082,-1.92263,0.091413,-1.92263,0.059521,-1.92263,0.33236,-1.92263,0.045909,-1.92263,0.216234,-1.92263,0.03739,-1.92263,0.174813,-1.92263,0.123491
227083,-1.90181,0.091507,-1.90181,0.059581,-1.90181,0.3327,-1.90181,0.045956,-1.90181,0.216456,-1.90181,0.037429,-1.90181,0.174992,-1.90181,0.123618
227084,-1.89012,0.091857,-1.89012,0.05981,-1.89012,0.333976,-1.89012,0.046132,-1.89012,0.217285,-1.89012,0.037572,-1.89012,0.175663,-1.89012,0.124092
227085,-1.87388,0.092115,-1.87388,0.059977,-1.87388,0.33491,-1.87388,0.046261,-1.87388,0.217893,-1.87388,0.037677,-1.87388,0.176154,-1.87388,0.124439
227086,-1.85682,0.092382,-1.85682,0.060151,-1.85682,0.335881,-1.85682,0.046396,-1.85682,0.218525,-1.85682,0.037787,-1.85682,0.176665,-1.85682,0.1248
227087,-1.84429,0.09282,-1.84429,0.060437,-1.84429,0.337477,-1.84429,0.046616,-1.84429,0.219563,-1.84429,0.037966,-1.84429,0.177504,-1.84429,0.125393
227088,-1.83234,0.093315,-1.83234,0.060759,-1.83234,0.339276,-1.83234,0.046865,-1.83234,0.220734,-1.83234,0.038169,-1.83234,0.178451,-1.83234,0.126061
227089,-1.82555,0.094012,-1.82555,0.061213,-1.82555,0.341809,-1.82555,0.047214,-1.82555,0.222382,-1.82555,0.038454,-1.82555,0.179783,-1.82555,0.127002
227090,-1.82823,0.094976,-1.82823,0.06184,-1.82823,0.345313,-1.82823,0.047698,-1.82823,0.224662,-1.82823,0.038848,-1.82823,0.181626,-1.82823,0.128304
227091,-1.81538,0.095578,-1.81538,0.062232,-1.81538,0.347501,-1.81538,0.048001,-1.81538,0.226085,-1.81538,0.039094,-1.81538,0.182777,-1.81538,0.129117
227092,-1.79677,0.09607,-1.79677,0.062553,-1.79677,0.349291,-1.79677,0.048248,-1.79677,0.22725,-1.79677,0.039295,-1.79677,0.183718,-1.79677,0.129783
227093,-1.7781,0.096565,-1.7781,0.062875,-1.7781,0.351092,-1.7781,0.048497,-1.7781,0.228421,-1.7781,0.039498,-1.7781,0.184665,-1.7781,0.130452
227094,-1.77243,0.097288,-1.77243,0.063346,-1.77243,0.353721,-1.77243,0.04886,-1.77243,0.230132,-1.77243,0.039794,-1.77243,0.186048,-1.77243,0.131428
227095,-1.78568,0.098285,-1.78568,0.063995,-1.78568,0.357344,-1.78568,0.04936,-1.78568,0.232489,-1.78568,0.040201,-1.78568,0.187954,-1.78568,0.132775
227096,-1.793,0.099116,-1.793,0.064536,-1.793,0.360366,-1.793,0.049778,-1.793,0.234455,-1.793,0.040541,-1.793,0.189543,-1.793,0.133897
227097,-1.75995,0.09897,-1.75995,0.064441,-1.75995,0.359836,-1.75995,0.049704,-1.75995,0.23411,-1.75995,0.040482,-1.75995,0.189264,-1.75995,0.1337
227098,-1.71512,0.098375,-1.71512,0.064053,-1.71512,0.357671,-1.71512,0.049405,-1.71512,0.232702,-1.71512,0.040238,-1.71512,0.188126,-1.71512,0.132896
227099,-1.68217,0.097906,-1.68217,0.063748,-1.68217,0.355966,-1.68217,0.04917,-1.68217,0.231592,-1.68217,0.040046,-1.68217,0.187229,-1.68217,0.132262
227100,-1.65043,0.097336,-1.65043,0.063377,-1.65043,0.353893,-1.65043,0.048884,-1.65043,0.230244,-1.65043,0.039813,-1.65043,0.186139,-1.65043,0.131492
227101,-1.60445,0.096173,-1.60445,0.06262,-1.60445,0.349668,-1.60445,0.0483,-1.60445,0.227495,-1.60445,0.039338,-1.60445,0.183916,-1.60445,0.129922
227102,-1.54088,0.094313,-1.54088,0.061409,-1.54088,0.342904,-1.54088,0.047366,-1.54088,0.223094,-1.54088,0.038577,-1.54088,0.180359,-1.54088,0.127409
227103,-1.48182,0.092346,-1.48182,0.060128,-1.48182,0.335751,-1.48182,0.046378,-1.48182,0.21844,-1.48182,0.037772,-1.48182,0.176596,-1.48182,0.124752
227104,-1.42584,0.090421,-1.42584,0.058875,-1.42584,0.328753,-1.42584,0.045411,-1.42584,0.213888,-1.42584,0.036985,-1.42584,0.172916,-1.42584,0.122151
227105,-1.36243,0.088165,-1.36243,0.057405,-1.36243,0.320549,-1.36243,0.044278,-1.36243,0.20855,-1.36243,0.036062,-1.36243,0.168601,-1.36243,0.119103
227106,-1.29889,0.085896,-1.29889,0.055928,-1.29889,0.3123,-1.29889,0.043138,-1.29889,0.203183,-1.29889,0.035134,-1.29889,0.164262,-1.29889,0.116038
227107,-1.23106,0.083475,-1.23106,0.054352,-1.23106,0.303499,-1.23106,0.041923,-1.23106,0.197457,-1.23106,0.034144,-1.23106,0.159633,-1.23106,0.112768
227108,-1.15861,0.080775,-1.15861,0.052594,-1.15861,0.293683,-1.15861,0.040567,-1.15861,0.191071,-1.15861,0.033039,-1.15861,0.154469,-1.15861,0.109121
227109,-1.10199,0.078472,-1.10199,0.051094,-1.10199,0.285307,-1.10199,0.03941,-1.10199,0.185621,-1.10199,0.032097,-1.10199,0.150064,-1.10199,0.106009
227110,-1.04558,0.076253,-1.04558,0.04965,-1.04558,0.277241,-1.04558,0.038296,-1.04558,0.180374,-1.04558,0.03119,-1.04558,0.145822,-1.04558,0.103012
227111,-0.99717,0.074388,-0.99717,0.048435,-0.99717,0.27046,-0.99717,0.037359,-0.99717,0.175962,-0.99717,0.030427,-0.99717,0.142255,-0.99717,0.100492
227112,-0.9707,0.073025,-0.9707,0.047548,-0.9707,0.265504,-0.9707,0.036674,-0.9707,0.172738,-0.9707,0.029869,-0.9707,0.139648,-0.9707,0.098651
227113,-0.9355,0.071561,-0.9355,0.046595,-0.9355,0.260182,-0.9355,0.035939,-0.9355,0.169275,-0.9355,0.02927,-0.9355,0.136849,-0.9355,0.096673
227114,-0.91553,0.070375,-0.91553,0.045823,-0.91553,0.255871,-0.91553,0.035344,-0.91553,0.16647,-0.91553,0.028785,-0.91553,0.134582,-0.91553,0.095071
227115,-0.89477,0.06901,-0.89477,0.044933,-0.89477,0.250906,-0.89477,0.034658,-0.89477,0.16324,-0.89477,0.028227,-0.89477,0.13197,-0.89477,0.093227
227116,-0.88889,0.06764,-0.88889,0.044041,-0.88889,0.245924,-0.88889,0.03397,-0.88889,0.159999,-0.88889,0.027666,-0.88889,0.12935,-0.88889,0.091375
227117,-0.89623,0.066538,-0.89623,0.043324,-0.89623,0.241918,-0.89623,0.033416,-0.89623,0.157392,-0.89623,0.027216,-0.89623,0.127242,-0.89623,0.089887
227118,-0.92387,0.065731,-0.92387,0.042799,-0.92387,0.238986,-0.92387,0.033011,-0.92387,0.155485,-0.92387,0.026886,-0.92387,0.1257,-0.92387,0.088798
227119,-0.95525,0.064926,-0.95525,0.042275,-0.95525,0.236059,-0.95525,0.032607,-0.95525,0.153581,-0.95525,0.026557,-0.95525,0.124161,-0.95525,0.08771
227120,-0.97814,0.063973,-0.97814,0.041654,-0.97814,0.232593,-0.97814,0.032128,-0.97814,0.151325,-0.97814,0.026167,-0.97814,0.122338,-0.97814,0.086422
227121,-1.00223,0.063185,-1.00223,0.041141,-1.00223,0.229727,-1.00223,0.031732,-1.00223,0.149461,-1.00223,0.025844,-1.00223,0.120831,-1.00223,0.085357
227122,-1.02822,0.062575,-1.02822,0.040744,-1.02822,0.227511,-1.02822,0.031426,-1.02822,0.148019,-1.02822,0.025595,-1.02822,0.119665,-1.02822,0.084534
227123,-1.05633,0.062029,-1.05633,0.040388,-1.05633,0.225525,-1.05633,0.031152,-1.05633,0.146727,-1.05633,0.025372,-1.05633,0.11862,-1.05633,0.083796
227124,-1.08683,0.061543,-1.08683,0.040071,-1.08683,0.223757,-1.08683,0.030908,-1.08683,0.145577,-1.08683,0.025173,-1.08683,0.11769,-1.08683,0.083139
227125,-1.11741,0.061066,-1.11741,0.039761,-1.11741,0.222025,-1.11741,0.030669,-1.11741,0.14445,-1.11741,0.024978,-1.11741,0.116779,-1.11741,0.082495
227126,-1.14654,0.060635,-1.14654,0.039481,-1.14654,0.220459,-1.14654,0.030452,-1.14654,0.143431,-1.14654,0.024802,-1.14654,0.115955,-1.14654,0.081913
227127,-1.17727,0.060306,-1.17727,0.039266,-1.17727,0.21926,-1.17727,0.030287,-1.17727,0.142651,-1.17727,0.024667,-1.17727,0.115325,-1.17727,0.081468
227128,-1.20958,0.060036,-1.20958,0.03909,-1.20958,0.218278,-1.20958,0.030151,-1.20958,0.142012,-1.20958,0.024556,-1.20958,0.114808,-1.20958,0.081103
227129,-1.24358,0.059807,-1.24358,0.038942,-1.24358,0.217448,-1.24358,0.030036,-1.24358,0.141472,-1.24358,0.024463,-1.24358,0.114372,-1.24358,0.080795
227130,-1.27878,0.059626,-1.27878,0.038823,-1.27878,0.216787,-1.27878,0.029945,-1.27878,0.141042,-1.27878,0.024389,-1.27878,0.114025,-1.27878,0.080549
227131,-1.30697,0.059306,-1.30697,0.038615,-1.30697,0.215625,-1.30697,0.029784,-1.30697,0.140286,-1.30697,0.024258,-1.30697,0.113413,-1.30697,0.080117
227132,-1.32889,0.058853,-1.32889,0.03832,-1.32889,0.213977,-1.32889,0.029557,-1.32889,0.139214,-1.32889,0.024072,-1.32889,0.112546,-1.32889,0.079505
227133,-1.34949,0.058361,-1.34949,0.038,-1.34949,0.21219,-1.34949,0.02931,-1.34949,0.138051,-1.34949,0.023871,-1.34949,0.111606,-1.34949,0.078841
227134,-1.36668,0.057812,-1.36668,0.037642,-1.36668,0.210192,-1.36668,0.029034,-1.36668,0.136751,-1.36668,0.023647,-1.36668,0.110555,-1.36668,0.078099
227135,-1.38167,0.057235,-1.38167,0.037267,-1.38167,0.208096,-1.38167,0.028745,-1.38167,0.135388,-1.38167,0.023411,-1.38167,0.109453,-1.38167,0.07732
227136,-1.4072,0.056798,-1.4072,0.036982,-1.4072,0.206505,-1.4072,0.028525,-1.4072,0.134353,-1.4072,0.023232,-1.4072,0.108616,-1.4072,0.076729
227137,-1.43502,0.056402,-1.43502,0.036725,-1.43502,0.205068,-1.43502,0.028326,-1.43502,0.133418,-1.43502,0.02307,-1.43502,0.107861,-1.43502,0.076195
227138,-1.45553,0.055881,-1.45553,0.036385,-1.45553,0.203172,-1.45553,0.028064,-1.45553,0.132184,-1.45553,0.022857,-1.45553,0.106863,-1.45553,0.07549
227139,-1.48054,0.055416,-1.48054,0.036082,-1.48054,0.201481,-1.48054,0.027831,-1.48054,0.131084,-1.48054,0.022667,-1.48054,0.105974,-1.48054,0.074862
227140,-1.49822,0.054882,-1.49822,0.035735,-1.49822,0.199541,-1.49822,0.027563,-1.49822,0.129822,-1.49822,0.022448,-1.49822,0.104954,-1.49822,0.074142
227141,-1.52022,0.054454,-1.52022,0.035456,-1.52022,0.197985,-1.52022,0.027348,-1.52022,0.128809,-1.52022,0.022273,-1.52022,0.104135,-1.52022,0.073563
227142,-1.55596,0.054284,-1.55596,0.035345,-1.55596,0.197367,-1.55596,0.027262,-1.55596,0.128407,-1.55596,0.022204,-1.55596,0.10381,-1.55596,0.073334
227143,-1.58954,0.054127,-1.58954,0.035243,-1.58954,0.196796,-1.58954,0.027184,-1.58954,0.128036,-1.58954,0.02214,-1.58954,0.103509,-1.58954,0.073121
227144,-1.60924,0.053838,-1.60924,0.035055,-1.60924,0.195744,-1.60924,0.027038,-1.60924,0.127351,-1.60924,0.022021,-1.60924,0.102956,-1.60924,0.07273
227145,-1.6368,0.053633,-1.6368,0.034922,-1.6368,0.195,-1.6368,0.026936,-1.6368,0.126868,-1.6368,0.021938,-1.6368,0.102565,-1.6368,0.072454
227146,-1.65988,0.053518,-1.65988,0.034846,-1.65988,0.194581,-1.65988,0.026878,-1.65988,0.126595,-1.65988,0.02189,-1.65988,0.102345,-1.65988,0.072298
227557,-1.94464,0.083057,-1.94464,0.05408,-1.94464,0.30198,-1.94464,0.041713,-1.94464,0.196469,-1.94464,0.033973,-1.94464,0.158833,-1.94464,0.112203
227558,-1.95183,0.083367,-1.95183,0.054282,-1.95183,0.303106,-1.95183,0.041868,-1.95183,0.197202,-1.95183,0.034099,-1.95183,0.159426,-1.95183,0.112622
227559,-1.95777,0.083682,-1.95777,0.054487,-1.95777,0.30425,-1.95777,0.042026,-1.95777,0.197946,-1.95777,0.034228,-1.95777,0.160028,-1.95777,0.113047
227560,-1.96167,0.083971,-1.96167,0.054675,-1.96167,0.3053,-1.96167,0.042171,-1.96167,0.198629,-1.96167,0.034346,-1.96167,0.16058,-1.96167,0.113437
227561,-1.96473,0.08424,-1.96473,0.05485,-1.96473,0.306279,-1.96473,0.042307,-1.96473,0.199266,-1.96473,0.034456,-1.96473,0.161095,-1.96473,0.113801
227562,-1.96726,0.084496,-1.96726,0.055017,-1.96726,0.30721,-1.96726,0.042435,-1.96726,0.199871,-1.96726,0.034561,-1.96726,0.161584,-1.96726,0.114147
227563,-1.97117,0.084775,-1.97117,0.055199,-1.97117,0.308226,-1.97117,0.042576,-1.97117,0.200532,-1.97117,0.034675,-1.97117,0.162119,-1.97117,0.114524
227564,-1.97694,0.085098,-1.97694,0.055409,-1.97694,0.3094,-1.97694,0.042738,-1.97694,0.201296,-1.97694,0.034807,-1.97694,0.162736,-1.97694,0.11496
227565,-1.98376,0.085441,-1.98376,0.055632,-1.98376,0.310646,-1.98376,0.04291,-1.98376,0.202107,-1.98376,0.034948,-1.98376,0.163392,-1.98376,0.115424
227566,-1.99078,0.085788,-1.99078,0.055858,-1.99078,0.311907,-1.99078,0.043084,-1.99078,0.202927,-1.99078,0.03509,-1.99078,0.164055,-1.99078,0.115892
227567,-1.99794,0.086137,-1.99794,0.056085,-1.99794,0.313178,-1.99794,0.04326,-1.99794,0.203754,-1.99794,0.035233,-1.99794,0.164723,-1.99794,0.116364
227568,-2.00442,0.086478,-2.00442,0.056307,-2.00442,0.314416,-2.00442,0.043431,-2.00442,0.20456,-2.00442,0.035372,-2.00442,0.165374,-2.00442,0.116824
227569,-2.00948,0.086795,-2.00948,0.056514,-2.00948,0.315571,-2.00948,0.04359,-2.00948,0.205311,-2.00948,0.035502,-2.00948,0.165982,-2.00948,0.117253
227570,-2.01046,0.087054,-2.01046,0.056682,-2.01046,0.316509,-2.01046,0.04372,-2.01046,0.205922,-2.01046,0.035607,-2.01046,0.166476,-2.01046,0.117602
227571,-2.01076,0.087303,-2.01076,0.056844,-2.01076,0.317416,-2.01076,0.043845,-2.01076,0.206512,-2.01076,0.035709,-2.01076,0.166953,-2.01076,0.117939
227572,-2.01402,0.0876,-2.01402,0.057038,-2.01402,0.318495,-2.01402,0.043994,-2.01402,0.207214,-2.01402,0.035831,-2.01402,0.16752,-2.01402,0.11834
227573,-2.01937,0.087938,-2.01937,0.057258,-2.01937,0.319724,-2.01937,0.044164,-2.01937,0.208013,-2.01937,0.035969,-2.01937,0.168166,-2.01937,0.118796
227574,-2.0258,0.088299,-2.0258,0.057493,-2.0258,0.321037,-2.0258,0.044345,-2.0258,0.208868,-2.0258,0.036117,-2.0258,0.168857,-2.0258,0.119285
227575,-2.03173,0.088649,-2.03173,0.057721,-2.03173,0.322311,-2.03173,0.044521,-2.03173,0.209697,-2.03173,0.03626,-2.03173,0.169527,-2.03173,0.119758
227576,-2.03541,0.088947,-2.03541,0.057915,-2.03541,0.323392,-2.03541,0.04467,-2.03541,0.2104,-2.03541,0.036382,-2.03541,0.170096,-2.03541,0.120159
227577,-2.03851,0.089222,-2.03851,0.058094,-2.03851,0.324393,-2.03851,0.044809,-2.03851,0.211051,-2.03851,0.036494,-2.03851,0.170622,-2.03851,0.120531
227578,-2.04384,0.089519,-2.04384,0.058287,-2.04384,0.325474,-2.04384,0.044958,-2.04384,0.211754,-2.04384,0.036616,-2.04384,0.171191,-2.04384,0.120933
227579,-2.04812,0.089814,-2.04812,0.058479,-2.04812,0.326546,-2.04812,0.045106,-2.04812,0.212452,-2.04812,0.036736,-2.04812,0.171755,-2.04812,0.121331
227580,-2.05063,0.090096,-2.05063,0.058663,-2.05063,0.327571,-2.05063,0.045248,-2.05063,0.213119,-2.05063,0.036852,-2.05063,0.172294,-2.05063,0.121712
227581,-2.05287,0.090372,-2.05287,0.058843,-2.05287,0.328575,-2.05287,0.045386,-2.05287,0.213772,-2.05287,0.036965,-2.05287,0.172822,-2.05287,0.122085
227582,-2.04771,0.090503,-2.04771,0.058928,-2.04771,0.329051,-2.04771,0.045452,-2.04771,0.214081,-2.04771,0.037018,-2.04771,0.173072,-2.04771,0.122262
227583,-2.03918,0.090574,-2.03918,0.058974,-2.03918,0.329309,-2.03918,0.045488,-2.03918,0.214249,-2.03918,0.037047,-2.03918,0.173208,-2.03918,0.122358
227584,-2.03492,0.090708,-2.03492,0.059061,-2.03492,0.329795,-2.03492,0.045555,-2.03492,0.214566,-2.03492,0.037102,-2.03492,0.173464,-2.03492,0.122539
227585,-2.03359,0.090888,-2.03359,0.059179,-2.03359,0.330452,-2.03359,0.045646,-2.03359,0.214993,-2.03359,0.037176,-2.03359,0.173809,-2.03359,0.122782
227586,-2.03299,0.091124,-2.03299,0.059333,-2.03299,0.33131,-2.03299,0.045764,-2.03299,0.215551,-2.03299,0.037272,-2.03299,0.17426,-2.03299,0.123101
227587,-2.02571,0.091306,-2.02571,0.059451,-2.02571,0.331971,-2.02571,0.045855,-2.02571,0.215981,-2.02571,0.037347,-2.02571,0.174608,-2.02571,0.123347
227588,-2.01123,0.091338,-2.01123,0.059472,-2.01123,0.332086,-2.01123,0.045871,-2.01123,0.216056,-2.01123,0.03736,-2.01123,0.174669,-2.01123,0.12339
227589,-1.99203,0.091247,-1.99203,0.059413,-1.99203,0.331758,-1.99203,0.045826,-1.99203,0.215842,-1.99203,0.037323,-1.99203,0.174496,-1.99203,0.123268
227590,-1.98388,0.09134,-1.98388,0.059473,-1.98388,0.332094,-1.98388,0.045873,-1.98388,0.216061,-1.98388,0.037361,-1.98388,0.174673,-1.98388,0.123393
227591,-1.96558,0.091303,-1.96558,0.059449,-1.96558,0.331958,-1.96558,0.045854,-1.96558,0.215973,-1.96558,0.037345,-1.96558,0.174601,-1.96558,0.123342
227592,-1.94624,0.091348,-1.94624,0.059478,-1.94624,0.332124,-1.94624,0.045877,-1.94624,0.216081,-1.94624,0.037364,-1.94624,0.174689,-1.94624,0.123404
227593,-1.93864,0.091694,-1.93864,0.059704,-1.93864,0.333383,-1.93864,0.04605,-1.93864,0.2169,-1.93864,0.037506,-1.93864,0.175351,-1.93864,0.123872
227594,-1.9306,0.092022,-1.9306,0.059917,-1.9306,0.334573,-1.9306,0.046215,-1.9306,0.217674,-1.9306,0.037639,-1.9306,0.175977,-1.9306,0.124314
227595,-1.91485,0.092176,-1.91485,0.060017,-1.91485,0.335133,-1.91485,0.046292,-1.91485,0.218038,-1.91485,0.037702,-1.91485,0.176271,-1.91485,0.124522
227596,-1.90158,0.092438,-1.90158,0.060188,-1.90158,0.336087,-1.90158,0.046424,-1.90158,0.218659,-1.90158,0.03781,-1.90158,0.176773,-1.90158,0.124876
227597,-1.89423,0.092912,-1.89423,0.060497,-1.89423,0.337811,-1.89423,0.046662,-1.89423,0.219781,-1.89423,0.038004,-1.89423,0.17768,-1.89423,0.125517
227598,-1.88569,0.093425,-1.88569,0.060831,-1.88569,0.339676,-1.88569,0.04692,-1.88569,0.220994,-1.88569,0.038214,-1.88569,0.178661,-1.88569,0.12621
227599,-1.87503,0.093901,-1.87503,0.061141,-1.87503,0.341406,-1.87503,0.047159,-1.87503,0.222119,-1.87503,0.038408,-1.87503,0.17957,-1.87503,0.126853
227600,-1.86172,0.09436,-1.86172,0.061439,-1.86172,0.343073,-1.86172,0.047389,-1.86172,0.223204,-1.86172,0.038596,-1.86172,0.180447,-1.86172,0.127472
227601,-1.84911,0.094908,-1.84911,0.061796,-1.84911,0.345066,-1.84911,0.047664,-1.84911,0.224501,-1.84911,0.03882,-1.84911,0.181496,-1.84911,0.128213
227602,-1.85169,0.095926,-1.85169,0.062459,-1.85169,0.348769,-1.85169,0.048176,-1.85169,0.22691,-1.85169,0.039236,-1.85169,0.183443,-1.85169,0.129588
227603,-1.84833,0.096873,-1.84833,0.063076,-1.84833,0.352212,-1.84833,0.048651,-1.84833,0.22915,-1.84833,0.039624,-1.84833,0.185254,-1.84833,0.130868
227604,-1.8316,0.097464,-1.8316,0.063461,-1.8316,0.354361,-1.8316,0.048948,-1.8316,0.230548,-1.8316,0.039866,-1.8316,0.186385,-1.8316,0.131666
227605,-1.81143,0.097946,-1.81143,0.063774,-1.81143,0.356113,-1.81143,0.04919,-1.81143,0.231688,-1.81143,0.040063,-1.81143,0.187306,-1.81143,0.132317
227606,-1.80319,0.098546,-1.80319,0.064165,-1.80319,0.358294,-1.80319,0.049491,-1.80319,0.233107,-1.80319,0.040308,-1.80319,0.188453,-1.80319,0.133127
227607,-1.81428,0.09946,-1.81428,0.06476,-1.81428,0.361617,-1.81428,0.049951,-1.81428,0.235269,-1.81428,0.040682,-1.81428,0.190201,-1.81428,0.134362
227608,-1.81462,0.100069,-1.81462,0.065156,-1.81462,0.36383,-1.81462,0.050256,-1.81462,0.236708,-1.81462,0.040931,-1.81462,0.191365,-1.81462,0.135184
227609,-1.79107,0.100131,-1.79107,0.065197,-1.79107,0.364058,-1.79107,0.050288,-1.79107,0.236857,-1.79107,0.040956,-1.79107,0.191485,-1.79107,0.135269
227610,-1.75649,0.099723,-1.75649,0.064932,-1.75649,0.362574,-1.75649,0.050083,-1.75649,0.235892,-1.75649,0.04079,-1.75649,0.190705,-1.75649,0.134718
