pixel_index,value_index,timestamp,value
194804,0,2025-05-09T00:00:00+00:00,0.02
194804,1,2025-05-09T00:01:00+00:00,0.01
194804,2,2025-05-09T00:02:00+00:00,0.01
194804,3,2025-05-09T00:03:00+00:00,0.01
194804,4,2025-05-09T00:04:00+00:00,0.01
194804,5,2025-05-09T00:05:00+00:00,0.0
194804,6,2025-05-09T00:06:00+00:00,0.0
194804,7,2025-05-09T00:07:00+00:00,0.0
194804,8,2025-05-09T00:08:00+00:00,0.0
194804,9,2025-05-09T00:09:00+00:00,0.0
194804,10,2025-05-09T00:10:00+00:00,0.0
194804,11,2025-05-09T00:11:00+00:00,0.0
194804,12,2025-05-09T00:12:00+00:00,0.01
194804,13,2025-05-09T00:13:00+00:00,0.02
194804,14,2025-05-09T00:14:00+00:00,0.03
194804,15,2025-05-09T00:15:00+00:00,0.02
194804,16,2025-05-09T00:16:00+00:00,0.01
194804,17,2025-05-09T00:17:00+00:00,0.01
194804,18,2025-05-09T00:18:00+00:00,0.02
194804,19,2025-05-09T00:19:00+00:00,0.01
194804,20,2025-05-09T00:20:00+00:00,0.01
194804,21,2025-05-09T00:21:00+00:00,0.01
194804,22,2025-05-09T00:22:00+00:00,0.0
194804,23,2025-05-09T00:23:00+00:00,0.0
194804,24,2025-05-09T00:24:00+00:00,0.0
194804,25,2025-05-09T00:25:00+00:00,0.0
194804,26,2025-05-09T00:26:00+00:00,0.0
194804,27,2025-05-09T00:27:00+00:00,0.0
194804,28,2025-05-09T00:28:00+00:00,0.0
194804,29,2025-05-09T00:29:00+00:00,0.0
194804,30,2025-05-09T00:30:00+00:00,0.0
194804,31,2025-05-09T00:31:00+00:00,0.0
194804,32,2025-05-09T00:32:00+00:00,0.0
194804,33,2025-05-09T00:33:00+00:00,0.01
194804,34,2025-05-09T00:34:00+00:00,0.03
194804,35,2025-05-09T00:35:00+00:00,0.02
194804,36,2025-05-09T00:36:00+00:00,0.01
194804,37,2025-05-09T00:37:00+00:00,0.01
194804,38,2025-05-09T00:38:00+00:00,0.0
194804,39,2025-05-09T00:39:00+00:00,0.0
194804,40,2025-05-09T00:40:00+00:00,0.0
194804,41,2025-05-09T00:41:00+00:00,0.0
194804,42,2025-05-09T00:42:00+00:00,0.0
194804,43,2025-05-09T00:43:00+00:00,0.0
194804,44,2025-05-09T00:44:00+00:00,0.0
194804,45,2025-05-09T00:45:00+00:00,0.0
194804,46,2025-05-09T00:46:00+00:00,0.0
194804,47,2025-05-09T00:47:00+00:00,0.0
194804,48,2025-05-09T00:48:00+00:00,0.0
194804,49,2025-05-09T00:49:00+00:00,0.0
194804,50,2025-05-09T00:50:00+00:00,0.0
194804,51,2025-05-09T00:51:00+00:00,0.0
194804,52,2025-05-09T00:52:00+00:00,0.0
194804,53,2025-05-09T00:53:00+00:00,0.0
194804,54,2025-05-09T00:54:00+00:00,0.0
194804,55,2025-05-09T00:55:00+00:00,0.0
194804,56,2025-05-09T00:56:00+00:00,0.0
194804,57,2025-05-09T00:57:00+00:00,0.01
194804,58,2025-05-09T00:58:00+00:00,0.02
194804,59,2025-05-09T00:59:00+00:00,0.03
194804,60,2025-05-09T01:00:00+00:00,0.04
194804,61,2025-05-09T01:01:00+00:00,0.01
194804,62,2025-05-09T01:02:00+00:00,0.02
194804,63,2025-05-09T01:03:00+00:00,0.01
194804,64,2025-05-09T01:04:00+00:00,0.01
194804,65,2025-05-09T01:05:00+00:00,0.01
194804,66,2025-05-09T01:06:00+00:00,0.0
194804,67,2025-05-09T01:07:00+00:00,0.0
194804,68,2025-05-09T01:08:00+00:00,0.0
194804,69,2025-05-09T01:09:00+00:00,0.0
194804,70,2025-05-09T01:10:00+00:00,0.0
194804,71,2025-05-09T01:11:00+00:00,0.0
194804,72,2025-05-09T01:12:00+00:00,0.0
194804,73,2025-05-09T01:13:00+00:00,0.0
194804,74,2025-05-09T01:14:00+00:00,0.0
194804,75,2025-05-09T01:15:00+00:00,0.01
194804,76,2025-05-09T01:16:00+00:00,0.02
194804,77,2025-05-09T01:17:00+00:00,0.03
194804,78,2025-05-09T01:18:00+00:00,0.049999997
194804,79,2025-05-09T01:19:00+00:00,0.04
194804,80,2025-05-09T01:20:00+00:00,0.03
194804,81,2025-05-09T01:21:00+00:00,0.03
194804,82,2025-05-09T01:22:00+00:00,0.03
194804,83,2025-05-09T01:23:00+00:00,0.01
