pixel_index,value_index,timestamp,value
191234,0,2025-05-09T00:00:00+00:00,0.0
191234,1,2025-05-09T00:01:00+00:00,0.0
191234,2,2025-05-09T00:02:00+00:00,0.01
191234,3,2025-05-09T00:03:00+00:00,0.01
191234,4,2025-05-09T00:04:00+00:00,0.01
191234,5,2025-05-09T00:05:00+00:00,0.0
191234,6,2025-05-09T00:06:00+00:00,0.0
191234,7,2025-05-09T00:07:00+00:00,0.0
191234,8,2025-05-09T00:08:00+00:00,0.0
191234,9,2025-05-09T00:09:00+00:00,0.0
191234,10,2025-05-09T00:10:00+00:00,0.0
191234,11,2025-05-09T00:11:00+00:00,0.0
191234,12,2025-05-09T00:12:00+00:00,0.0
191234,13,2025-05-09T00:13:00+00:00,0.0
191234,14,2025-05-09T00:14:00+00:00,0.01
191234,15,2025-05-09T00:15:00+00:00,0.0
191234,16,2025-05-09T00:16:00+00:00,0.01
191234,17,2025-05-09T00:17:00+00:00,0.0
191234,18,2025-05-09T00:18:00+00:00,0.0
191234,19,2025-05-09T00:19:00+00:00,0.01
191234,20,2025-05-09T00:20:00+00:00,0.01
191234,21,2025-05-09T00:21:00+00:00,0.0
191234,22,2025-05-09T00:22:00+00:00,0.0
191234,23,2025-05-09T00:23:00+00:00,0.0
191234,24,2025-05-09T00:24:00+00:00,0.0
191234,25,2025-05-09T00:25:00+00:00,0.0
191234,26,2025-05-09T00:26:00+00:00,0.0
191234,27,2025-05-09T00:27:00+00:00,0.0
191234,28,2025-05-09T00:28:00+00:00,0.0
191234,29,2025-05-09T00:29:00+00:00,0.0
191234,30,2025-05-09T00:30:00+00:00,0.0
191234,31,2025-05-09T00:31:00+00:00,0.0
191234,32,2025-05-09T00:32:00+00:00,0.0
191234,33,2025-05-09T00:33:00+00:00,0.0
191234,34,2025-05-09T00:34:00+00:00,0.0
191234,35,2025-05-09T00:35:00+00:00,0.0
191234,36,2025-05-09T00:36:00+00:00,0.0
191234,37,2025-05-09T00:37:00+00:00,0.0
191234,38,2025-05-09T00:38:00+00:00,0.0
191234,39,2025-05-09T00:39:00+00:00,0.0
191234,40,2025-05-09T00:40:00+00:00,0.0
191234,41,2025-05-09T00:41:00+00:00,0.0
191234,42,2025-05-09T00:42:00+00:00,0.0
191234,43,2025-05-09T00:43:00+00:00,0.01
191234,44,2025-05-09T00:44:00+00:00,0.01
191234,45,2025-05-09T00:45:00+00:00,0.01
191234,46,2025-05-09T00:46:00+00:00,0.01
191234,47,2025-05-09T00:47:00+00:00,0.01
191234,48,2025-05-09T00:48:00+00:00,0.01
191234,49,2025-05-09T00:49:00+00:00,0.0
191234,50,2025-05-09T00:50:00+00:00,0.0
191234,51,2025-05-09T00:51:00+00:00,0.01
191234,52,2025-05-09T00:52:00+00:00,0.01
191234,53,2025-05-09T00:53:00+00:00,0.0
191234,54,2025-05-09T00:54:00+00:00,0.01
191234,55,2025-05-09T00:55:00+00:00,0.0
191234,56,2025-05-09T00:56:00+00:00,0.01
191234,57,2025-05-09T00:57:00+00:00,0.01
191234,58,2025-05-09T00:58:00+00:00,0.01
191234,59,2025-05-09T00:59:00+00:00,0.02
191234,60,2025-05-09T01:00:00+00:00,0.02
191234,61,2025-05-09T01:01:00+00:00,0.04
191234,62,2025-05-09T01:02:00+00:00,0.03
191234,63,2025-05-09T01:03:00+00:00,0.02
191234,64,2025-05-09T01:04:00+00:00,0.02
191234,65,2025-05-09T01:05:00+00:00,0.01
191234,66,2025-05-09T01:06:00+00:00,0.01
191234,67,2025-05-09T01:07:00+00:00,0.01
191234,68,2025-05-09T01:08:00+00:00,0.02
191234,69,2025-05-09T01:09:00+00:00,0.02
191234,70,2025-05-09T01:10:00+00:00,0.02
191234,71,2025-05-09T01:11:00+00:00,0.01
191234,72,2025-05-09T01:12:00+00:00,0.01
191234,73,2025-05-09T01:13:00+00:00,0.0
191234,74,2025-05-09T01:14:00+00:00,0.01
191234,75,2025-05-09T01:15:00+00:00,0.01
191234,76,2025-05-09T01:16:00+00:00,0.01
191234,77,2025-05-09T01:17:00+00:00,0.01
191234,78,2025-05-09T01:18:00+00:00,0.02
191234,79,2025-05-09T01:19:00+00:00,0.049999997
191234,80,2025-05-09T01:20:00+00:00,0.07
191234,81,2025-05-09T01:21:00+00:00,0.06
191234,82,2025-05-09T01:22:00+00:00,0.07
191234,83,2025-05-09T01:23:00+00:00,0.14999999
191234,84,2025-05-09T01:24:00+00:00,0.049999997
191234,85,2025-05-09T01:25:00+00:00,0.04
191234,86,2025-05-09T01:26:00+00:00,0.03
191234,87,2025-05-09T01:27:00+00:00,0.03
191234,88,2025-05-09T01:28:00+00:00,0.03
191234,89,2025-05-09T01:29:00+00:00,0.03
191234,90,2025-05-09T01:30:00+00:00,0.049999997
191234,91,2025-05-09T01:31:00+00:00,0.04
191234,92,2025-05-09T01:32:00+00:00,0.11
191234,93,2025-05-09T01:33:00+00:00,0.14
191234,94,2025-05-09T01:34:00+00:00,0.14
191234,95,2025-05-09T01:35:00+00:00,0.06
191234,96,2025-05-09T01:36:00+00:00,0.02
191234,97,2025-05-09T01:37:00+00:00,0.01
191234,98,2025-05-09T01:38:00+00:00,0.01
191234,99,2025-05-09T01:39:00+00:00,0.01
191234,100,2025-05-09T01:40:00+00:00,0.0
191234,101,2025-05-09T01:41:00+00:00,0.0
191234,102,2025-05-09T01:42:00+00:00,0.01
191234,103,2025-05-09T01:43:00+00:00,0.01
191234,104,2025-05-09T01:44:00+00:00,0.01
191234,105,2025-05-09T01:45:00+00:00,0.01
191234,106,2025-05-09T01:46:00+00:00,0.01
191234,107,2025-05-09T01:47:00+00:00,0.01
191234,108,2025-05-09T01:48:00+00:00,0.01
191234,109,2025-05-09T01:49:00+00:00,0.01
191234,110,2025-05-09T01:50:00+00:00,0.01
191234,111,2025-05-09T01:51:00+00:00,0.01
191234,112,2025-05-09T01:52:00+00:00,0.01
191234,113,2025-05-09T01:53:00+00:00,0.01
191234,114,2025-05-09T01:54:00+00:00,0.01
191234,115,2025-05-09T01:55:00+00:00,0.01
191234,116,2025-05-09T01:56:00+00:00,0.01
191234,117,2025-05-09T01:57:00+00:00,0.01
191234,118,2025-05-09T01:58:00+00:00,0.02
191234,119,2025-05-09T01:59:00+00:00,0.06
191234,120,2025-05-09T02:00:00+00:00,0.04
191234,121,2025-05-09T02:01:00+00:00,0.01
191234,122,2025-05-09T02:02:00+00:00,0.0
191234,123,2025-05-09T02:03:00+00:00,0.0
191234,124,2025-05-09T02:04:00+00:00,0.01
191234,125,2025-05-09T02:05:00+00:00,0.01
191234,126,2025-05-09T02:06:00+00:00,0.0
191234,127,2025-05-09T02:07:00+00:00,0.0
191234,128,2025-05-09T02:08:00+00:00,0.01
191234,129,2025-05-09T02:09:00+00:00,0.02
191234,130,2025-05-09T02:10:00+00:00,0.01
191234,131,2025-05-09T02:11:00+00:00,0.01
191234,132,2025-05-09T02:12:00+00:00,0.02
191234,133,2025-05-09T02:13:00+00:00,0.03
191234,134,2025-05-09T02:14:00+00:00,0.04
191234,135,2025-05-09T02:15:00+00:00,0.02
191234,136,2025-05-09T02:16:00+00:00,0.04
191234,137,2025-05-09T02:17:00+00:00,0.049999997
191234,138,2025-05-09T02:18:00+00:00,0.04
191234,139,2025-05-09T02:19:00+00:00,0.03
191234,140,2025-05-09T02:20:00+00:00,0.04
191234,141,2025-05-09T02:21:00+00:00,0.08
191234,142,2025-05-09T02:22:00+00:00,0.099999994
