pixel_index,value_index,timestamp,value
137484,0,2025-05-09T00:00:00+00:00,0.02
137484,1,2025-05-09T00:01:00+00:00,0.02
137484,2,2025-05-09T00:02:00+00:00,0.04
137484,3,2025-05-09T00:03:00+00:00,0.06
137484,4,2025-05-09T00:04:00+00:00,0.04
137484,5,2025-05-09T00:05:00+00:00,0.02
137484,6,2025-05-09T00:06:00+00:00,0.03
137484,7,2025-05-09T00:07:00+00:00,0.049999997
137484,8,2025-05-09T00:08:00+00:00,0.049999997
137484,9,2025-05-09T00:09:00+00:00,0.04
137484,10,2025-05-09T00:10:00+00:00,0.01
137484,11,2025-05-09T00:11:00+00:00,0.01
137484,12,2025-05-09T00:12:00+00:00,0.01
137484,13,2025-05-09T00:13:00+00:00,0.01
137484,14,2025-05-09T00:14:00+00:00,0.01
137484,15,2025-05-09T00:15:00+00:00,0.02
137484,16,2025-05-09T00:16:00+00:00,0.06
137484,17,2025-05-09T00:17:00+00:00,0.03
137484,18,2025-05-09T00:18:00+00:00,0.01
137484,19,2025-05-09T00:19:00+00:00,0.01
137484,20,2025-05-09T00:20:00+00:00,0.01
137484,21,2025-05-09T00:21:00+00:00,0.01
137484,22,2025-05-09T00:22:00+00:00,0.02
137484,23,2025-05-09T00:23:00+00:00,0.01
137484,24,2025-05-09T00:24:00+00:00,0.0
137484,25,2025-05-09T00:25:00+00:00,0.0
137484,26,2025-05-09T00:26:00+00:00,0.01
137484,27,2025-05-09T00:27:00+00:00,0.0
137484,28,2025-05-09T00:28:00+00:00,0.0
137484,29,2025-05-09T00:29:00+00:00,0.0
137484,30,2025-05-09T00:30:00+00:00,0.0
137484,31,2025-05-09T00:31:00+00:00,0.0
137484,32,2025-05-09T00:32:00+00:00,0.01
137484,33,2025-05-09T00:33:00+00:00,0.0
137484,34,2025-05-09T00:34:00+00:00,0.0
137484,35,2025-05-09T00:35:00+00:00,0.0
137484,36,2025-05-09T00:36:00+00:00,0.0
137484,37,2025-05-09T00:37:00+00:00,0.0
137484,38,2025-05-09T00:38:00+00:00,0.02
137484,39,2025-05-09T00:39:00+00:00,0.01
137484,40,2025-05-09T00:40:00+00:00,0.0
137484,41,2025-05-09T00:41:00+00:00,0.0
137484,42,2025-05-09T00:42:00+00:00,0.0
137484,43,2025-05-09T00:43:00+00:00,0.0
137484,44,2025-05-09T00:44:00+00:00,0.0
137484,45,2025-05-09T00:45:00+00:00,0.01
137484,46,2025-05-09T00:46:00+00:00,0.01
137484,47,2025-05-09T00:47:00+00:00,0.01
137484,48,2025-05-09T00:48:00+00:00,0.02
137484,49,2025-05-09T00:49:00+00:00,0.02
137484,50,2025-05-09T00:50:00+00:00,0.0
137484,51,2025-05-09T00:51:00+00:00,0.0
137484,52,2025-05-09T00:52:00+00:00,0.01
137484,53,2025-05-09T00:53:00+00:00,0.02
137484,54,2025-05-09T00:54:00+00:00,0.049999997
137484,55,2025-05-09T00:55:00+00:00,0.02
137484,56,2025-05-09T00:56:00+00:00,0.01
137484,57,2025-05-09T00:57:00+00:00,0.02
137484,58,2025-05-09T00:58:00+00:00,0.03
137484,59,2025-05-09T00:59:00+00:00,0.01
137484,60,2025-05-09T01:00:00+00:00,0.0
137484,61,2025-05-09T01:01:00+00:00,0.0
137484,62,2025-05-09T01:02:00+00:00,0.0
137484,63,2025-05-09T01:03:00+00:00,0.01
137484,64,2025-05-09T01:04:00+00:00,0.02
137484,65,2025-05-09T01:05:00+00:00,0.02
137484,66,2025-05-09T01:06:00+00:00,0.02
137484,67,2025-05-09T01:07:00+00:00,0.04
137484,68,2025-05-09T01:08:00+00:00,0.02
137484,69,2025-05-09T01:09:00+00:00,0.02
137484,70,2025-05-09T01:10:00+00:00,0.03
137484,71,2025-05-09T01:11:00+00:00,0.06
137484,72,2025-05-09T01:12:00+00:00,0.049999997
137484,73,2025-05-09T01:13:00+00:00,0.06
137484,74,2025-05-09T01:14:00+00:00,0.06
137484,75,2025-05-09T01:15:00+00:00,0.17
137484,76,2025-05-09T01:16:00+00:00,0.22999999
137484,77,2025-05-09T01:17:00+00:00,0.25
137484,78,2025-05-09T01:18:00+00:00,0.25
137484,79,2025-05-09T01:19:00+00:00,0.12
137484,80,2025-05-09T01:20:00+00:00,0.12
137484,81,2025-05-09T01:21:00+00:00,0.19
137484,82,2025-05-09T01:22:00+00:00,0.21
137484,83,2025-05-09T01:23:00+00:00,0.12
137484,84,2025-05-09T01:24:00+00:00,0.12
137484,85,2025-05-09T01:25:00+00:00,0.02
137484,86,2025-05-09T01:26:00+00:00,0.01
137484,87,2025-05-09T01:27:00+00:00,0.06
137484,88,2025-05-09T01:28:00+00:00,0.11
137484,89,2025-05-09T01:29:00+00:00,0.19
137484,90,2025-05-09T01:30:00+00:00,0.14
137484,91,2025-05-09T01:31:00+00:00,0.17
137484,92,2025-05-09T01:32:00+00:00,0.089999996
137484,93,2025-05-09T01:33:00+00:00,0.04
137484,94,2025-05-09T01:34:00+00:00,0.03
137484,95,2025-05-09T01:35:00+00:00,0.02
137484,96,2025-05-09T01:36:00+00:00,0.02
137484,97,2025-05-09T01:37:00+00:00,0.01
137484,98,2025-05-09T01:38:00+00:00,0.01
137484,99,2025-05-09T01:39:00+00:00,0.01
137484,100,2025-05-09T01:40:00+00:00,0.049999997
137484,101,2025-05-09T01:41:00+00:00,0.06
137484,102,2025-05-09T01:42:00+00:00,0.04
137484,103,2025-05-09T01:43:00+00:00,0.03
137484,104,2025-05-09T01:44:00+00:00,0.049999997
137484,105,2025-05-09T01:45:00+00:00,0.049999997
137484,106,2025-05-09T01:46:00+00:00,0.08
137484,107,2025-05-09T01:47:00+00:00,0.03
137484,108,2025-05-09T01:48:00+00:00,0.01
137484,109,2025-05-09T01:49:00+00:00,0.03
137484,110,2025-05-09T01:50:00+00:00,0.03
137484,111,2025-05-09T01:51:00+00:00,0.01
137484,112,2025-05-09T01:52:00+00:00,0.0
137484,113,2025-05-09T01:53:00+00:00,0.0
137484,114,2025-05-09T01:54:00+00:00,0.01
137484,115,2025-05-09T01:55:00+00:00,0.02
137484,116,2025-05-09T01:56:00+00:00,0.04
137484,117,2025-05-09T01:57:00+00:00,0.02
137484,118,2025-05-09T01:58:00+00:00,0.01
137484,119,2025-05-09T01:59:00+00:00,0.01
137484,120,2025-05-09T02:00:00+00:00,0.0
137484,121,2025-05-09T02:01:00+00:00,0.0
137484,122,2025-05-09T02:02:00+00:00,0.01
137484,123,2025-05-09T02:03:00+00:00,0.01
137484,124,2025-05-09T02:04:00+00:00,0.01
137484,125,2025-05-09T02:05:00+00:00,0.0
137484,126,2025-05-09T02:06:00+00:00,0.01
137484,127,2025-05-09T02:07:00+00:00,0.01
137484,128,2025-05-09T02:08:00+00:00,0.01
137484,129,2025-05-09T02:09:00+00:00,0.03
137484,130,2025-05-09T02:10:00+00:00,0.04
137484,131,2025-05-09T02:11:00+00:00,0.02
137484,132,2025-05-09T02:12:00+00:00,0.01
137484,133,2025-05-09T02:13:00+00:00,0.0
137484,134,2025-05-09T02:14:00+00:00,0.0
137484,135,2025-05-09T02:15:00+00:00,0.02
137484,136,2025-05-09T02:16:00+00:00,0.01
137484,137,2025-05-09T02:17:00+00:00,0.01
137484,138,2025-05-09T02:18:00+00:00,0.0
137484,139,2025-05-09T02:19:00+00:00,0.0
137484,140,2025-05-09T02:20:00+00:00,0.0
137484,141,2025-05-09T02:21:00+00:00,0.0
137484,142,2025-05-09T02:22:00+00:00,0.0
137484,143,2025-05-09T02:23:00+00:00,0.0
137484,144,2025-05-09T02:24:00+00:00,0.0
137484,145,2025-05-09T02:25:00+00:00,0.0
137484,146,2025-05-09T02:26:00+00:00,0.0
