pixel_index,value_index,timestamp,value
187658,0,2025-05-09T00:00:00+00:00,0.0
187658,1,2025-05-09T00:01:00+00:00,0.01
187658,2,2025-05-09T00:02:00+00:00,0.01
187658,3,2025-05-09T00:03:00+00:00,0.0
187658,4,2025-05-09T00:04:00+00:00,0.0
187658,5,2025-05-09T00:05:00+00:00,0.0
187658,6,2025-05-09T00:06:00+00:00,0.0
187658,7,2025-05-09T00:07:00+00:00,0.0
187658,8,2025-05-09T00:08:00+00:00,0.0
187658,9,2025-05-09T00:09:00+00:00,0.0
187658,10,2025-05-09T00:10:00+00:00,0.0
187658,11,2025-05-09T00:11:00+00:00,0.0
187658,12,2025-05-09T00:12:00+00:00,0.0
187658,13,2025-05-09T00:13:00+00:00,0.0
187658,14,2025-05-09T00:14:00+00:00,0.0
187658,15,2025-05-09T00:15:00+00:00,0.01
187658,16,2025-05-09T00:16:00+00:00,0.0
187658,17,2025-05-09T00:17:00+00:00,0.0
187658,18,2025-05-09T00:18:00+00:00,0.0
187658,19,2025-05-09T00:19:00+00:00,0.0
187658,20,2025-05-09T00:20:00+00:00,0.01
187658,21,2025-05-09T00:21:00+00:00,0.01
187658,22,2025-05-09T00:22:00+00:00,0.0
187658,23,2025-05-09T00:23:00+00:00,0.0
187658,24,2025-05-09T00:24:00+00:00,0.0
187658,25,2025-05-09T00:25:00+00:00,0.0
187658,26,2025-05-09T00:26:00+00:00,0.0
187658,27,2025-05-09T00:27:00+00:00,0.0
187658,28,2025-05-09T00:28:00+00:00,0.0
187658,29,2025-05-09T00:29:00+00:00,0.0
187658,30,2025-05-09T00:30:00+00:00,0.0
187658,31,2025-05-09T00:31:00+00:00,0.0
187658,32,2025-05-09T00:32:00+00:00,0.0
187658,33,2025-05-09T00:33:00+00:00,0.0
187658,34,2025-05-09T00:34:00+00:00,0.0
187658,35,2025-05-09T00:35:00+00:00,0.0
187658,36,2025-05-09T00:36:00+00:00,0.0
187658,37,2025-05-09T00:37:00+00:00,0.01
187658,38,2025-05-09T00:38:00+00:00,0.0
187658,39,2025-05-09T00:39:00+00:00,0.0
187658,40,2025-05-09T00:40:00+00:00,0.0
187658,41,2025-05-09T00:41:00+00:00,0.01
187658,42,2025-05-09T00:42:00+00:00,0.01
187658,43,2025-05-09T00:43:00+00:00,0.01
187658,44,2025-05-09T00:44:00+00:00,0.01
187658,45,2025-05-09T00:45:00+00:00,0.02
187658,46,2025-05-09T00:46:00+00:00,0.01
187658,47,2025-05-09T00:47:00+00:00,0.01
187658,48,2025-05-09T00:48:00+00:00,0.02
187658,49,2025-05-09T00:49:00+00:00,0.02
187658,50,2025-05-09T00:50:00+00:00,0.01
187658,51,2025-05-09T00:51:00+00:00,0.01
187658,52,2025-05-09T00:52:00+00:00,0.01
