gauge_id,gauge_name,last_data,trace_id,trace_name,alarm_id,alarm_name,alarm_type,threshold,severity,is_critical,source
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,1482840,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,801892,Max TP108 ARI,14555.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,801892,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36515,Rainfall 6 hr window sum,22645.0,649516_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36515,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36513,Rainfall 60 min window sum,22791.0,649516_threshold_alarm_15mm,Overflow,25.0,Medium,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36513,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,230488,Rainfall 30 second window sum,7773.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,230488,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36516,Rainfall 12 hr window sum,22705.0,649516_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36516,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36517,Rainfall 24 hr window sum,22910.0,649516_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36517,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36512,Rainfall 30 min window sum,22843.0,649516_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,36512,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,1482296,Rainfall 60 min window sum - Mirror,23111.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160954,ACC - Rain -Reservoir Bush Road,2025-12-12,1482296,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1482839,Rainfall 7 days window sum,23260.0,647614_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1482839,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,801891,Max TP108 ARI,14554.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,801891,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1482385,Rainfall 60 min window sum - Mirror,23200.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1482385,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36526,Rainfall 12 hr window sum,22704.0,647614_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36526,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1480743,10mm Drought Alarm,22562.0,647614_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,1480743,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36523,Rainfall 60 min window sum,22790.0,647614_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36523,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36527,Rainfall 24 hr window sum,22909.0,647614_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36527,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36525,Rainfall 6 hr window sum,22644.0,647614_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36525,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,230487,Rainfall 30 second window sum,7772.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,230487,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36522,Rainfall 30 min window sum,22842.0,647614_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,36522,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160955,ACC - Rain -Rangitopuni @ Walkers,2025-12-12,30866,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1482826,Rainfall 7 days window sum,23252.0,740944_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1482826,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1480740,10mm Drought Alarm,22561.0,740944_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1480740,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,230484,Rainfall 30 second window sum,7769.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,230484,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1482408,Rainfall 60 min window sum - Mirror,23222.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,1482408,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36556,Rainfall 12 hr window sum,22703.0,740944_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36556,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36552,Rainfall 30 min window sum,22832.0,740944_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36552,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,801888,Max TP108 ARI,14551.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,801888,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36555,Rainfall 6 hr window sum,22628.0,740944_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36555,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36557,Rainfall 24 hr window sum,22899.0,740944_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36557,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36553,Rainfall 60 min window sum,22764.0,740944_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,36553,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160958,ACC - Rain -Papakura Rain @ Kaipara Rd,2025-12-12,30869,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1480770,10mm Drought Alarm,22571.0,647727_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1480770,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1482860,Rainfall 7 days window sum,23256.0,647727_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1482860,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36577,Rainfall 24 hr window sum,22906.0,647727_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36577,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1482411,Rainfall 60 min window sum - Mirror,23225.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,1482411,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36572,Rainfall 30 min window sum,22840.0,647727_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36572,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,801918,Max TP108 ARI,14581.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,801918,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36576,Rainfall 12 hr window sum,22697.0,647727_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36576,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,230514,Rainfall 30 second window sum,7799.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,230514,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36575,Rainfall 6 hr window sum,22640.0,647727_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36575,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36573,Rainfall 60 min window sum,22772.0,647727_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,36573,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160960,ACC - Rain -Oteha @ Rosedale Ponds,2025-12-12,30871,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1480771,10mm Drought Alarm,22572.0,649636_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1480771,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1482861,Rainfall 7 days window sum,23263.0,649636_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1482861,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36583,Rainfall 60 min window sum,22773.0,649636_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36583,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36582,Rainfall 30 min window sum,22841.0,649636_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36582,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,230515,Rainfall 30 second window sum,7800.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,230515,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,801919,Max TP108 ARI,14582.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,801919,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,30872,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36587,Rainfall 24 hr window sum,22907.0,649636_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36587,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1482386,Rainfall 60 min window sum - Mirror,23201.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,1482386,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36585,Rainfall 6 hr window sum,22641.0,649636_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36585,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36586,Rainfall 12 hr window sum,22709.0,649636_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160961,ACC - Rain -Oratia Cemetery Oratia,2025-12-12,36586,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1482862,Rainfall 7 days window sum,23268.0,648517_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1482862,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1482427,Rainfall 60 min window sum - Mirror,23240.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1482427,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36595,Rainfall 6 hr window sum,22642.0,648517_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36595,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1480772,10mm Drought Alarm,22585.0,648517_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,1480772,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,30873,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36596,Rainfall 12 hr window sum,22710.0,648517_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36596,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,801920,Max TP108 ARI,14583.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,801920,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,230516,Rainfall 30 second window sum,7801.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,230516,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36597,Rainfall 24 hr window sum,22923.0,648517_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36597,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36593,Rainfall 60 min window sum,22774.0,648517_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36593,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36592,Rainfall 30 min window sum,22858.0,648517_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160962,ACC - Rain -Opanuku @ Candia Road,2025-12-12,36592,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1482863,Rainfall 7 days window sum,23277.0,648817_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1482863,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1480773,10mm Drought Alarm,22586.0,648817_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1480773,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36602,Rainfall 30 min window sum,22859.0,648817_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36602,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,30874,Rainfall,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36606,Rainfall 12 hr window sum,22719.0,648817_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36606,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36607,Rainfall 24 hr window sum,22924.0,648817_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36607,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36605,Rainfall 6 hr window sum,22643.0,648817_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36605,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36603,Rainfall 60 min window sum,22775.0,648817_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,36603,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,230517,Rainfall 30 second window sum,7802.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,230517,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1482415,Rainfall 60 min window sum - Mirror,23229.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,1482415,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,801921,Max TP108 ARI,14584.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160963,ACC - Rain -Okahu Bay Bowling Club Rainfall,2025-12-12,801921,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1480774,10mm Drought Alarm,22587.0,742914_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1480774,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1482890,Rainfall 7 days window sum,23278.0,742914_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1482890,Rainfall 7 days window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,801922,Max TP108 ARI,14585.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,801922,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36615,Rainfall 6 hr window sum,22653.0,742914_threshold_alarm,Overflow,50.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36615,Rainfall 6 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1482369,Rainfall 60 min window sum - Mirror,23184.0,1 hour Accumulated Threshold,Overflow,15.0,Low,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,1482369,Rainfall 60 min window sum - Mirror,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36612,Rainfall 30 min window sum,22860.0,742914_threshold_alarm_15mm,Overflow,15.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36612,Rainfall 30 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36617,Rainfall 24 hr window sum,22925.0,742914_threshold_alarm,Overflow,100.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36617,Rainfall 24 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36613,Rainfall 60 min window sum,22776.0,742914_threshold_alarm,Overflow,25.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36613,Rainfall 60 min window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36616,Rainfall 12 hr window sum,22720.0,742914_threshold_alarm,Overflow,70.0,Medium,False,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,36616,Rainfall 12 hr window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,230518,Rainfall 30 second window sum,7803.0,2.5 mm,Overflow,2.49,Medium,True,threshold_config
3160964,ACC - Rain -Ngakoroa @ Donovans,2025-12-12,230518,Rainfall 30 second window sum,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160965,ACC - Rain -Muriwai rainfall at golf course,2025-12-12,801923,Max TP108 ARI,14586.0,ARI Max Threshold,Overflow,5.0,High,False,threshold_config
3160965,ACC - Rain -Muriwai rainfall at golf course,2025-12-12,801923,Max TP108 ARI,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160965,ACC - Rain -Muriwai rainfall at golf course,2025-12-12,1480775,10mm Drought Alarm,22588.0,648411_10mm Drought Alarm,Overflow,0.99,Medium,False,threshold_config
3160965,ACC - Rain -Muriwai rainfall at golf course,2025-12-12,1480775,10mm Drought Alarm,,Has alarms (recency),DataRecency,,,,has_alarms_flag
3160965,ACC - Rain -Muriwai rainfall at golf course,2025-12-12,1482891,Rainfall 7 days window sum,23291.0,648411_threshold_alarm,Overflow,180.0,Medium,False,threshold_config
